,Unnamed: 0,dms_id,repeat,envision_spear,envision_pears,envision_rmse,wu2019_spear,wu2019_pears,wu2019_rmse,lasso_spear,lasso_pears,lasso_rmse,fdms_spear,fdms_pears,fdms_rmse,row-mean_spear,row-mean_pears,row-mean_rmse,ensemble_spear,ensemble_pears,ensemble_rmse,vefill-max_spear,vefill-max_pears,vefill-max_rmse,vefill-min_spear,vefill-min_pears,vefill-min_rmse,5nn-blosum100_pears,5nn-functional_pears
337,337,urn:mavedb:00000001-d-1,0,0.2956984141,0.29645049,0.2645031898,0.2246305649,0.2064729757,0.2711515346,0.2786130561,0.2756331334,0.2668993254,0.2352118753,0.2357163871,0.2780508178,0.1449306865,0.139252388,0.2826111482,0.3167380895,0.3220785523,0.262191177,,0.4173458391,0.5592369199,,0.3486435829,0.5725386773,0.1846537724,0.2842069848
389,389,urn:mavedb:00000002-a-2,0,0.8187483992,0.8227378548,0.1889796638,,,0.4271212342,0.788184069,0.7953151629,0.2003218808,0.7670963886,0.7699638014,0.2208034738,0.8239727295,0.8228082973,0.1885916656,0.8266029198,0.8311366863,0.183672984,,0.7342686379,0.3484689576,,0.8582841849,0.2582362629,0.76409373,0.848659564
373,373,urn:mavedb:00000003-a-2,0,0.3365439433,0.4580599988,0.259461298,0.3500825167,0.4491169435,0.2666129985,0.3627003057,0.4896614939,0.2535392172,0.3488763609,0.4236950528,0.2870677807,0.2910242806,0.4280515978,0.2653721483,0.3870453098,0.5279512812,0.2472036025,,0.5975793516,0.3637974857,,0.7053238845,0.3614497557,0.5412003422,0.5604132585
294,294,urn:mavedb:00000003-b-2,0,0.2933660763,0.5310266445,0.1887489011,0.3352713669,0.5281595657,0.2014364838,0.3661690873,0.4731782467,0.19676921,0.337406474,0.4551685539,0.2193875372,0.3215203847,0.5155925301,0.1909387617,0.3777857826,0.5598119502,0.1846845186,,0.5947219929,4.443739072,,0.657971852,4.251390932,0.4735809503,0.5246962691
709,709,urn:mavedb:00000004-a-1,0,0.4826726153,0.5450614726,0.1619139884,,,0.2176102653,0.3344967239,0.3396019752,0.181439893,0.486870699,0.5527471433,0.2040788644,0.5592812301,0.6130375807,0.1545529345,0.6292927464,0.6277899877,0.1517843856,,,,,,,,
552,552,urn:mavedb:00000005-a-5,0,0.4810981654,0.5067040434,0.4058973902,0.404273412,0.4412378241,0.4239385776,0.4103617788,0.428578747,0.4277073779,0.3979583564,0.4100937416,0.4384446248,0.4125298087,0.441118273,0.4292216888,0.4753187844,0.4980585382,0.4085113503,,0.5227236756,0.3967382006,,0.525484971,0.4162441817,0.3632268949,0.4377970807
348,348,urn:mavedb:00000005-a-6,0,0.5195519329,0.5384096975,0.389231762,0.4588641554,0.485724329,0.4071379412,0.4593424264,0.4670518536,0.4085923111,0.4535181305,0.4682971149,0.4118676581,0.4463784883,0.4696431124,0.4074201574,0.5152623236,0.5499154476,0.3859364419,,0.5595695537,0.3792838778,,0.5475340669,0.3853900055,0.3536165972,0.4434545046
563,563,urn:mavedb:00000010-a-1,0,0.8398162655,0.8936100433,0.1623860192,,,0.5009042139,0.8366400798,0.8632638391,0.1868745712,0.8164292836,0.8406727611,0.1971459181,0.6971244744,0.7439900431,0.2392225872,0.8579119784,0.9114587368,0.1473289726,,,,,,,,
576,576,urn:mavedb:00000011-a-1,0,,,,,,0.5745741062,0.5789473684,0.7874894253,0.2186528549,0.6243550052,0.7129493491,0.2431678898,0.5886814559,0.5318077691,0.2990666886,0.7502579979,0.6445310392,0.2686362555,,,,,,,,
481,481,urn:mavedb:00000012-a-1,0,0.5860903293,0.5334881485,0.2398504848,,,0.3152025106,0.6039169387,0.5906743524,0.2293686206,0.6399194388,0.6454138379,0.2210355966,0.6254754297,0.5551257555,0.2370997605,0.6573928745,0.6176550416,0.2243140811,,,,,,,,
40,40,urn:mavedb:00000012-a-2,0,0.7693533741,0.7849607482,0.2165897535,,,0.5050198659,0.7486005973,0.7312006013,0.2365645669,0.74028752,0.7449211868,0.2298054336,0.7103008458,0.731933905,0.2368944822,0.7511354955,0.7788148289,0.2179737465,,,,,,,,
382,382,urn:mavedb:00000012-a-3,0,0.7543996111,0.7296793508,0.2392645366,,,0.4711679555,0.7282797416,0.664515773,0.2576953765,0.7369053406,0.6877546279,0.2483305075,0.6885787038,0.6754639055,0.2558261123,0.7414729173,0.7128635069,0.2422377769,,,,,,,,
1,1,urn:mavedb:00000012-a-4,0,0.7123203,0.7399792872,0.2392672466,,,0.5125251343,0.7064865616,0.6851685134,0.2556156003,0.7120911174,0.6714813966,0.2557541441,0.6755502812,0.7062835066,0.2510512118,0.7396555316,0.7332333025,0.2406079361,,,,,,,,
423,423,urn:mavedb:00000012-a-5,0,0.7375789985,0.7598452678,0.2311586905,,,0.5431129655,0.7129245086,0.7357045708,0.2400577584,0.6901868185,0.7064075491,0.2459600847,0.6865468117,0.7358536983,0.2412429793,0.746260157,0.7693383908,0.2267726905,,,,,,,,
103,103,urn:mavedb:00000012-a-6,0,0.7022501563,0.7258783566,0.2645892843,,,0.5294175435,0.7097159525,0.6957749411,0.2758009574,0.7132439753,0.6655043507,0.2810397331,0.6830352854,0.7106276939,0.2721812882,0.7119244392,0.7323071427,0.262385252,,,,,,,,
212,212,urn:mavedb:00000013-b-1,0,0.5931785179,0.696273388,0.204563633,0.5840182833,0.6581956008,0.2191146285,0.5691317245,0.676320885,0.2105126105,0.5381201456,0.6532820683,0.2210752471,0.5171666191,0.5734128414,0.234843967,0.6123754454,0.7130764049,0.2005686322,,,,,0.7146352026,0.2636556866,0.588070042,0.6789976846
400,400,urn:mavedb:00000035-a-1-exp,0,0.1728321328,0.1802921031,0.2538583271,0.335296267,0.3637728311,0.2443696014,0.4079124564,0.4578593979,0.2283507428,0.4280551857,0.4688585229,0.2315794951,0.3533542315,0.3365474299,0.244015109,0.4472149916,0.4862974455,0.2247734527,,,,,,,,
671,671,urn:mavedb:00000035-a-2-exp,0,0.2372626543,0.2442487745,0.287153148,0.3076199994,0.3239310087,0.2831575564,0.3826736657,0.3853664403,0.2728539805,0.3963012848,0.3779346634,0.2792665494,0.3124761119,0.3141173302,0.2836254584,0.4311084359,0.4181950284,0.268803973,,,,,,,,
659,659,urn:mavedb:00000035-a-3-exp,0,0.2224372634,0.2315440669,0.2542386536,0.3305688833,0.3515812385,0.2488522573,0.4100481658,0.4344941469,0.2351461664,0.4310250443,0.4519979338,0.2374448667,0.3389647161,0.3300228406,0.2491134544,0.446279063,0.4587620145,0.2323738004,,,,,,,,
390,390,urn:mavedb:00000036-a-1-exp,0,0.5372447411,0.5889077398,0.1967946755,0.5300194242,0.5977520626,0.2089427635,0.5881123913,0.6034325156,0.1943584649,0.5611279112,0.5990888795,0.2004426927,0.5637529999,0.5891491551,0.1965968038,0.6070045988,0.643381122,0.1860970288,,,,,,,,
658,658,urn:mavedb:00000036-a-2-exp,0,0.2605537798,0.3564417889,0.2648596779,0.1767854157,0.3231530749,0.2763385251,0.2875977088,0.3645321301,0.2670241363,0.2822985408,0.3291404262,0.2796222581,0.2931425933,0.3733157645,0.2672915988,0.311951104,0.4047621316,0.2620838549,,,,,,,,
211,211,urn:mavedb:00000037-a-1,0,0.8231469705,0.8383505209,0.1377205036,,,0.3282202513,0.7352233275,0.7414881882,0.1681785998,0.7867918542,0.816125326,0.1563693678,0.8061494438,0.768042965,0.1642720466,0.8397150594,0.8648356589,0.1262774331,,,,,,,,
540,540,urn:mavedb:00000038-a-1,0,0.7839348542,0.8406341572,0.1256505094,,,0.2807544228,0.8093602129,0.7852407479,0.1462122458,0.8075783818,0.8164927952,0.1439384112,0.7723863148,0.727662499,0.159566817,0.8219015624,0.836059299,0.130638517,,,,,,,,
93,93,urn:mavedb:00000038-b-1,0,0.3538552966,0.4472431164,0.1982475557,,,0.08923106161,0.4769803851,0.5234607592,0.2417668707,0.1013971318,0.435555258,0.2319472724,0.03128301122,0.2351577371,0.1992549417,0.1738236545,0.4169187389,0.1920087765,,,,,,,,
433,433,urn:mavedb:00000038-b-2,0,0.7688536086,0.8985720692,0.1720469551,,,0.5702996217,0.7038627932,0.8246403627,0.2319112837,0.766401125,0.9373677296,0.1642759233,0.7929764665,0.9554781602,0.1409282375,0.7565911906,0.8941833862,0.174849434,,,,,,,,
551,551,urn:mavedb:00000039-a-1,0,,,,,,0.5540251894,0.5641599737,0.6559073515,0.3122350292,0.6267285475,0.6032364556,0.3199740313,0.4224922623,0.4231311365,0.3755521932,0.5745880693,0.6627915804,0.3122283717,,,,,,,,
349,349,urn:mavedb:00000039-a-2,0,,,,,,0.6656694149,0.5009755603,0.4802830469,0.4245633985,0.5187767223,0.5515379847,0.361094113,0.2098296693,0.2095162704,0.435726476,0.4526581204,0.4517651484,0.4047031378,,,,,,,,
672,672,urn:mavedb:00000039-a-3,0,,,,,,0.5310558174,0.6266269765,0.6749280564,0.3448184186,0.7218240631,0.5210954568,0.3680740378,0.5487704279,0.4025883971,0.4086747901,0.6384638464,0.5197226582,0.3871893822,,,,,,,,
298,298,urn:mavedb:00000039-a-4,0,,,,,,0.6445097623,0.5645432821,0.6756951879,0.3244968889,0.6729866244,0.6714856749,0.3176949548,0.3750234875,0.3676159479,0.4241148177,0.6006910629,0.6303861201,0.363557458,,,,,,,,
720,720,urn:mavedb:00000039-a-5,0,,,,,,0.3517536933,0.1626642385,0.8393180556,0.1847019119,0.666676917,0.7906413819,0.2603814248,0.8329338931,0.8649070989,0.1859858263,0.6703738315,0.7907939761,0.1969665448,,,,,,,,
174,174,urn:mavedb:00000039-a-6,0,,,,,,0.244744765,0.1907710008,0.9818402207,0.05318497129,0.6166211057,0.1477292522,0.3100446543,0.5937961505,0.05510481309,0.2679454124,0.7384683901,0.4774658031,0.2085299965,,,,,,,,
602,602,urn:mavedb:00000039-a-7,0,,,,,,0.4373081978,0.6790644686,0.704451373,0.2733399443,0.5207397838,0.4825298956,0.3393657853,0.6474360085,0.515516554,0.3123978909,0.5986652146,0.4603392661,0.3257402451,,,,,,,,
494,494,urn:mavedb:00000040-a-1,0,,,,,,0.4664292127,0.724923991,0.8740910081,0.1882908745,0.7890399503,0.6875699793,0.2834407427,0.6044914319,0.5159045478,0.3225574415,0.6690810588,0.5270060542,0.3273654867,,,,,,,,
31,31,urn:mavedb:00000040-a-2,0,,,,,,0.4763899789,0.8744930907,0.9432839148,0.1400947701,0.8734557324,0.6756566686,0.3069279618,0.5765832554,0.565883584,0.3352813107,0.8412976235,0.6474036392,0.308259385,,,,,,,,
435,435,urn:mavedb:00000040-a-3,0,,,,,,0.7083235152,0.754725663,0.7566232142,0.2696793843,0.7011170156,0.7172729763,0.252121828,0.5895457911,0.5694083407,0.3140373713,0.6369968688,0.7199686022,0.259178994,,,,,,,,
72,72,urn:mavedb:00000040-a-4,0,,,,,,0.5052923045,0.9097632747,0.8466520049,0.2171333936,0.7883923475,0.7716381539,0.2558611325,0.5399913897,0.6311063336,0.2921722589,0.7966912143,0.6881867396,0.2715386188,,,,,,,,
502,502,urn:mavedb:00000041-a-1,0,0.8368302135,0.8062008788,0.357178718,0.7388788066,0.6979042848,0.4420012765,0.8155125271,0.7775964259,0.3882240466,0.8130751812,0.7733732423,0.3912056789,0.7690830671,0.7630041754,0.3916954428,0.847582753,0.8216837723,0.3427898044,,,,,0.7942631111,0.3751226527,0.6759552251,0.7030298298
224,224,urn:mavedb:00000041-b-1,0,0.2266106443,0.2516929285,0.4494159608,0.2364145658,0.103005749,0.4433630415,0.4955182073,0.5192434238,0.4024821679,0.4008403361,0.4616068598,0.3690050039,0.1429277743,0.0668914287,0.4898698668,0.6075630252,0.6488205893,0.333199659,,,,,0.2493062662,0.3901640189,0.633124302,0.8774666268
590,590,urn:mavedb:00000043-a-1,0,0.19646098,0.1604001623,0.2962874004,0.4168665336,0.2684966019,0.2848095069,0.1847938813,0.3902755001,0.2761468934,0.1702100078,0.2533533556,0.2913101341,0.3035698405,0.4082399645,0.2739023803,0.2516852476,0.2454030931,0.2888064213,,0.4835006251,0.562375166,,0.7053490982,0.6768087099,0.6461650401,0.8329136825
48,48,urn:mavedb:00000045-a-1,0,0.3087515803,0.4933768786,0.1970455487,0.0845109299,0.3195210839,0.2163560886,0.1883217446,0.4610505415,0.1985638326,0.1494279393,0.4156576188,0.213127701,0.1097346888,0.2527772354,0.2201773314,0.2239780868,0.5323372785,0.1895231511,,0.647060725,0.2317321823,,0.608074559,0.2164570548,0.4052247476,0.6185125245
704,704,urn:mavedb:00000045-b-1,0,0.2412319796,0.5552030202,0.1958973611,0.2397813809,0.4544041421,0.2178933945,0.2692447317,0.4584027578,0.2095259019,0.3296486933,0.5660405564,0.2073398372,0.2664465315,0.5024739568,0.2036330162,0.2704622016,0.6181549339,0.1850290034,,0.5953679503,0.24379447,,0.8106244734,0.1789954822,0.588696491,0.6914551072
474,474,urn:mavedb:00000045-c-1,0,0.5836787976,0.7826794615,0.1213729401,0.2757377758,0.452541124,0.1789373619,0.6069662662,0.801369672,0.1167436287,0.5724155794,0.786439176,0.1255677709,0.2971145017,0.4588276893,0.1730692902,0.596986483,0.8284577811,0.109534587,,0.9054366766,0.109551387,,0.8563508516,0.1285039701,0.6685994703,0.8331963528
153,153,urn:mavedb:00000045-d-1,0,0.6345293113,0.8761590671,0.1100677825,0.3456178161,0.6975123341,0.1716951229,0.6258848661,0.8363427259,0.1263667034,0.6451549991,0.8577972284,0.1228487237,0.2789651958,0.6241958375,0.1793815434,0.6691815595,0.8940306849,0.1023819403,,0.8869292619,0.1308948562,,0.8900656945,0.1099072426,0.7314883612,0.8556856137
266,266,urn:mavedb:00000045-e-1,0,0.3241353336,0.5142293047,0.1629818436,0.2429611263,0.4811020539,0.175264999,0.2307797328,0.4759280855,0.1667624501,0.2531102881,0.4559616471,0.1954924376,0.1913438426,0.399597499,0.1749400779,0.2525830142,0.5382529465,0.1613323378,,0.4715071549,0.250353001,,0.8025856547,0.1715990321,0.5908364726,0.6761402993
387,387,urn:mavedb:00000045-f-1,0,0.4207838139,0.6227336045,0.1740214479,0.3504866817,0.4733754954,0.203958095,0.3981562772,0.554335466,0.1838860052,0.4568653594,0.5917317962,0.1861764211,0.3189927201,0.4434218389,0.1977419225,0.3763840266,0.6296763988,0.1721172639,,0.58377665,0.2157790537,,0.5644155474,0.2183209763,0.4464261229,0.6071809246
610,610,urn:mavedb:00000045-g-1,0,0.6567983305,0.8798457272,0.1283004389,0.366532069,0.6697683934,0.2111756594,0.6386856384,0.8641441302,0.1378870148,0.6295852779,0.8600430895,0.1457490278,0.289289187,0.6313049934,0.2096559652,0.678600645,0.8936100535,0.1211052237,,0.9065935767,0.1405688922,,0.8878428878,0.1287601418,0.786478142,0.8762699625
471,471,urn:mavedb:00000045-h-1,0,0.5468587951,0.774108718,0.1467381278,0.2515874017,0.4981684917,0.2147448746,0.5800907387,0.8071392847,0.1377530636,0.5477020029,0.7775551018,0.1532962693,0.2217380785,0.4663661085,0.2059164634,0.6352215042,0.818212046,0.1329348503,,0.8696881406,0.144996361,,0.8563876894,0.1357930133,0.7316356059,0.8338976375
706,706,urn:mavedb:00000045-i-1,0,0.4840091064,0.8308381883,0.1064023935,0.3305307867,0.6988506592,0.1499460956,0.4779290457,0.7413685174,0.1284655248,0.4380481882,0.812669204,0.1193381703,0.2496047921,0.6041490565,0.152392061,0.4685312085,0.8582163433,0.09799825859,,0.9064484165,0.1207489762,,0.8583829199,0.1321690229,0.5717623456,0.6758282696
47,47,urn:mavedb:00000045-j-1,0,0.4134591244,0.4977590054,0.1967782743,0.2245744851,0.2677710907,0.2184236873,0.3726425221,0.535917678,0.1892971673,0.32676101,0.5150399636,0.1957280604,0.1854150756,0.2542688319,0.2225000333,0.4027606461,0.5364767099,0.1897098968,,0.7077898331,0.1797983643,,0.6158496134,0.2098386196,0.585365318,0.6908741063
209,209,urn:mavedb:00000045-k-1,0,0.5976412651,0.7537239318,0.08081070941,0.3116666547,0.4814969985,0.13381597,0.5668368087,0.7350846564,0.08478926858,0.5635304356,0.7101835472,0.1025521852,0.2354693235,0.3811255376,0.1143687978,0.6150134177,0.7779614231,0.07748565567,,0.8690879084,0.2016033483,,0.8262785236,0.1654561976,0.7950237645,0.8753536875
613,613,urn:mavedb:00000045-l-1,0,0.3508126543,0.5814062734,0.1943158736,0.1986384993,0.3009863237,0.2369729477,0.4052292535,0.6414521395,0.1822349544,0.4182747355,0.6282712523,0.1881705134,0.1866341292,0.2614690397,0.2330793753,0.3725776553,0.6182946874,0.1872528424,,0.7362004611,0.2179453174,,0.5780560208,0.2026874826,0.6067566967,0.6905470925
324,324,urn:mavedb:00000046-a-1,0,0.4705028601,0.669973824,0.1603559018,,,0.2704038738,0.6460343208,0.811376306,0.123876845,0.5420472979,0.7563843462,0.1507532012,0.1310558969,0.2741413987,0.2059936338,0.4331085119,0.6917971367,0.1536579313,,,,,0.5635982188,0.2056512625,0.4694376079,0.839964322
336,336,urn:mavedb:00000047-a-1,0,0.5486375946,0.5841388853,0.2044606406,0.4894100806,0.5183202221,0.2221739009,0.5512515274,0.6088540673,0.1991703867,0.5349040977,0.6011124962,0.20485099,0.4513292373,0.4584493819,0.2241078735,0.600606898,0.6523299601,0.1914609578,,,,,0.6477970651,0.4736025282,0.4927749627,0.6416807628
416,416,urn:mavedb:00000047-b-1,0,0.5210983711,0.5147850447,0.2477714007,0.4979780882,0.4571940833,0.2612504151,0.5805312271,0.5520391528,0.240766304,0.5081985335,0.4631706044,0.2605149531,0.421732894,0.397421542,0.2663551534,0.6103320019,0.5833025187,0.2348835368,,,,,0.5235991597,0.5937033657,0.4102711934,0.6365047602
579,579,urn:mavedb:00000047-c-1,0,0.5487019183,0.5911769299,0.2668382868,0.4393198653,0.4577520642,0.2987730697,0.5295576843,0.5350713832,0.2793328633,0.4935735878,0.4968454914,0.2935335232,0.336913236,0.3262491976,0.3199157392,0.5744426143,0.6004209499,0.2650297824,,,,,0.5711769251,0.6171352126,0.4509790636,0.5752413515
716,716,urn:mavedb:00000048-a-1,0,0.5042693948,0.5988989613,0.2006425196,0.4159377409,0.4866264188,0.2252991008,0.5061435241,0.5893328054,0.2030043506,0.4729611265,0.5369375536,0.2136870003,0.3995328372,0.4543398637,0.2233050403,0.5374290841,0.6193373382,0.19657248,,,,,0.626088746,0.445815673,0.4002360092,0.5579830862
79,79,urn:mavedb:00000048-b-1,0,0.4177991034,0.4451017846,0.2525228053,0.2868814926,0.3069852048,0.2720547221,0.3972045624,0.4255303872,0.2551840137,0.3704300143,0.3984766332,0.2628811241,0.3394768552,0.354140338,0.2650652684,0.4443024415,0.4688380066,0.2491098123,,,,,0.4850983681,0.5827563883,0.3388321728,0.4559351015
175,175,urn:mavedb:00000048-c-1,0,0.2583550379,0.3701170498,0.2033341245,0.1131489552,0.2450019577,0.2216595076,0.1930201596,0.2899129007,0.211196429,0.1760248856,0.2514858691,0.2262162137,0.1893164037,0.3031445825,0.2103318311,0.2735371963,0.3823908104,0.2020800922,,,,,0.5597221485,0.4258422027,0.2197415604,0.4281299673
296,296,urn:mavedb:00000049-a-1-exp,0,0.5331130545,0.5358642791,0.2003111467,0.5526671754,0.545309098,0.2040577037,0.5805462667,0.5775091407,0.1936043101,0.5897337981,0.5756215636,0.197796911,0.5655808699,0.5631443595,0.1967397584,0.5939378722,0.5908967917,0.1930529651,,,,,,,,
553,553,urn:mavedb:00000049-a-4-exp,0,0.583552268,0.6043692727,0.1919840107,0.5863309001,0.6102878223,0.1978338024,0.6199877763,0.6544939241,0.1824548852,0.637985822,0.6497440061,0.1855825124,0.6048019346,0.6153049042,0.1901266114,0.6335974385,0.6628641193,0.1806041345,,,,,,,,
478,478,urn:mavedb:00000049-a-6-exp,0,0.5611909972,0.5726778794,0.1942868553,0.5768490719,0.5800001094,0.1991337823,0.6071233107,0.6183771459,0.1863095622,0.6147348626,0.6099392737,0.1906741062,0.5872514377,0.583834473,0.192978022,0.6342171498,0.641111807,0.1823186074,,,,,,,,
677,677,urn:mavedb:00000049-a-7,0,0.5155573654,0.5670148711,0.3509052281,0.5316155666,0.5884974761,0.3491866321,0.5574813542,0.607264284,0.3388023444,0.5524360171,0.6032358295,0.3414321391,0.5446901139,0.5769251948,0.3483473294,0.5658523925,0.6286039991,0.3314245889,,0.6400091351,0.3508574976,,0.6527197711,0.3414071272,0.4879549982,0.5331420993
81,81,urn:mavedb:00000051-a-1,0,0.644015444,0.6829381085,0.2872277881,,,0.4557508543,0.6561132561,0.6560579137,0.3012334979,0.7202059202,0.6949412975,0.3077745372,0.5505913028,0.6036475481,0.312881186,0.6993564994,0.6745268543,0.2969243946,,,,,0.6937142552,0.3212356418,0.7093958674,0.8110489735
545,545,urn:mavedb:00000051-b-1,0,0.7132352941,0.8509627036,0.1146602809,0.4729673285,0.6360241706,0.1667025847,0.6988636364,0.8900545509,0.1005448593,0.7560160428,0.7881058011,0.1905180872,0.6047122299,0.5919890533,0.1688819234,0.6671122995,0.8599681186,0.1146109071,,,,,0.7985599105,0.2039135056,0.6534105945,0.782367291
437,437,urn:mavedb:00000051-c-1,0,0.8969230769,0.8851007608,0.2115249308,,,0.5952944678,0.8669230769,0.8652176464,0.2158736376,0.8707692308,0.9063617892,0.222087062,0.5937365841,0.4931789814,0.4047664428,0.9015384615,0.9138140963,0.2159123123,,0.7570590747,0.2813535673,,0.7481229829,0.2750740173,0.703503832,0.8975950694
167,167,urn:mavedb:00000052-a-1,0,0.7714285714,0.6458572787,0.6067489801,,,0.6832850779,-0.08571428571,0.2734478469,0.6710709237,0.5428571429,0.5326779869,0.9227662522,0.5507824839,0.6124997582,0.6354633344,0.7714285714,0.6657711232,0.5350743091,,,,,,,,
454,454,urn:mavedb:00000052-b-1,0,-0.1428571429,-0.2224169614,0.6963352408,,,0.4217178575,0.3142857143,-0.1929183267,0.4639469565,-0.4857142857,-0.07741209686,0.6061364466,0.3768511732,0.5227688931,0.3910787161,0.4857142857,0.2623713355,0.3924825345,,,,,,,,
717,717,urn:mavedb:00000053-a-2,0,0.4980376613,0.5221568914,0.1957016747,,,0.2462506616,0.6752289536,0.8047152404,0.1345493188,0.6168560189,0.7702193229,0.1505847474,0.6897202178,0.539674379,0.1919189787,0.7678804091,0.8108082754,0.1352431565,,,,,0.7060715133,11.20156678,0.7597423845,0.8903644648
368,368,urn:mavedb:00000054-a-1,0,0.6089469288,0.7557648364,0.1938523186,0.5726244282,0.7081953088,0.2126498022,0.6112078393,0.753896792,0.1954009101,0.6122086535,0.7423264748,0.1991933032,0.5753391642,0.6411049312,0.2281343439,0.6411160141,0.7972668808,0.1788690841,,0.8647100362,0.2284202212,,0.8171683597,0.2719303562,0.665855099,0.751303229
379,379,urn:mavedb:00000055-a-1,0,0.6330862181,0.6943827771,0.282349818,,,0.5088543023,0.7556716641,0.8402566798,0.2151506661,0.7524008622,0.8228115177,0.2267338707,0.7115477889,0.7641207636,0.2525047487,0.7775477763,0.8683853277,0.1946946312,,,,,,,,
276,276,urn:mavedb:00000055-b-1,0,0.6263976097,0.6731075484,0.2385137961,,,0.3780645654,0.6521793538,0.7778873539,0.202230891,0.6502050025,0.7813546364,0.2035529597,0.6562852013,0.7693541518,0.2059340949,0.671586647,0.794127771,0.1962692474,,,,,,,,
634,634,urn:mavedb:00000057-a-1,0,0.8107940126,0.8317109164,0.2089526768,0.7396597232,0.7702661359,0.2452980132,0.8584345726,0.8663713,0.1909819186,0.8235956591,0.8407829969,0.2028450071,0.7197280797,0.7459221716,0.251412335,0.8735692531,0.880737703,0.1785088161,,0.71615557,0.3632421717,,0.7874977779,0.2425922736,0.8207098251,0.8262166907
8,8,urn:mavedb:00000057-b-1,0,0.6483262449,0.7153909799,0.2272784828,0.5927469177,0.6537267866,0.2488853275,0.6435659875,0.7231356791,0.225126164,0.6654435584,0.7294938341,0.2239513759,0.6873229697,0.7310286283,0.2225036195,0.6481739135,0.7181777799,0.2301087056,,0.7632363332,0.3174480663,,0.7563809339,0.3160339153,0.7753049424,0.7559208408
