variant_out,train_size,train_RMSE,train_MAE,train_R2,train_r,test_size,test_RMSE,test_MAE,test_R2,test_r
1551714,845,0.18181780508754505,0.14190148975650227,0.6584076818109812,0.9391413971477047,1,0.000799470824648485,0.000799470824648485,,
1551694,845,0.06021224746702141,0.036136746575312094,0.9625087366368539,0.9819487313305687,1,0.03741955025457866,0.03741955025457866,,
1551501,845,0.3034972952797485,0.238064877001782,0.04814012448616578,0.9189850901312104,1,0.12391871256375431,0.12391871256375431,,
1551341,845,0.051489281912285814,0.0300834644182352,0.9725851406298746,0.9868203899208311,1,0.14579659851357674,0.14579659851357674,,
1551243,845,0.09534715969539019,0.06437286119320061,0.9059414625584641,0.9614284760022844,1,4.0983574611686e-05,4.0983574611686e-05,,
1551700,845,0.07638577043925582,0.04826244358204779,0.939666489071365,0.9720686718137533,1,0.0005919259993123482,0.0005919259993123482,,
1551323,845,0.06048747733199851,0.03638699093493149,0.962173436102033,0.9818551733075155,1,7.126451213279594e-05,7.126451213279594e-05,,
1551270,845,0.038928346958015156,0.021712270142090928,0.9842448054312728,0.992474607157006,1,0.023629542870566275,0.023629542870566275,,
1551489,845,0.3035619941988673,0.23816104421801232,0.04786626351910561,0.9163658186526228,1,0.02480390343210581,0.02480390343210581,,
1551746,845,0.3035472529381187,0.23811683326695268,0.04787693409084304,0.9164680035999657,1,0.08902696082297212,0.08902696082297212,,
1551164,845,0.07930590659517829,0.05047360793607502,0.9350042534153535,0.9704702666359366,1,7.268805859061978e-05,7.268805859061978e-05,,
1551423,845,0.03118853121654353,0.016818333130952004,0.9899438441642502,0.9952128452886297,1,0.022799907676402276,0.022799907676402276,,
1551681,845,0.03597726617977973,0.019988981929749072,0.9866211670796762,0.9936096441854859,1,9.847948886732016e-05,9.847948886732016e-05,,
1551424,845,0.06896584985251683,0.04259140360549197,0.9507953735721009,0.9767291181463826,1,0.14571911011662286,0.14571911011662286,,
1551682,845,0.03452007936042809,0.018960541496555346,0.9876798204769431,0.9941268955491798,1,0.026362379894936838,0.026362379894936838,,
1551643,845,0.1487345341567006,0.11373250320265754,0.771371907342359,0.9454850497482412,1,0.0009185073701319935,0.0009185073701319935,,
1551149,845,0.06324768062188993,0.038287365220607675,0.958642672655934,0.9802297248216378,1,0.0350605829558146,0.0350605829558146,,
1551092,845,0.07736612359958871,0.0488477906764482,0.9381413499891542,0.9716366581198781,1,0.00015076034911964964,0.00015076034911964964,,
1551287,845,0.012262740453353455,0.00479710472997429,0.9984306888741202,0.9992452891343951,1,0.00691614071506054,0.00691614071506054,,
1551426,845,0.1053594870484725,0.0743691359521097,0.8852792166614013,0.9580726597655216,1,0.026608100031537463,0.026608100031537463,,
1551566,845,0.060447174557290394,0.0361053085057336,0.9622368219334909,0.981879815647243,1,0.06111084190455951,0.06111084190455951,,
1551646,845,0.060993789326479926,0.036677484069217,0.9615399032331163,0.9815862060773759,1,0.024184700117606206,0.024184700117606206,,
1551876,845,0.21245659679745865,0.16695103224245805,0.5336058284417735,0.9352366216700194,1,0.0009257630986734267,0.0009257630986734267,,
1551450,845,0.008376452679645277,0.0026414687746682828,0.9992722243388137,0.9996451833368554,1,0.38498110169996097,0.38498110169996097,,
1551775,845,0.14398993230133364,0.10967598037517721,0.7857717513005404,0.9472948621574591,1,7.141392528853263e-05,7.141392528853263e-05,,
1551252,845,0.13293474261379618,0.09958939885570645,0.8171415210251457,0.9490186359856301,1,0.0011102496887375746,0.0011102496887375746,,
1551551,845,0.07054126325203082,0.04353898846368202,0.9481695454541865,0.9754510106321892,1,0.10799621832714673,0.10799621832714673,,
1551591,845,0.04019627495280818,0.02241638006571781,0.9832855985051162,0.9920053287281103,1,0.07700445872034578,0.07700445872034578,,
1551351,845,0.08687718137316186,0.05683356671988251,0.9219676865732311,0.965852497765795,1,0.00012334194590057912,0.00012334194590057912,,
1551214,845,0.10549259497657754,0.07459206649037524,0.8849717557253274,0.9579569476479355,1,0.00023172770205537319,0.00023172770205537319,,
1551194,845,0.3035016408346707,0.23812883762985082,0.048250769630521995,0.9203956542652041,1,0.0051563908203682285,0.0051563908203682285,,
1551473,845,0.1784981844417967,0.13896272832357026,0.6706058160281139,0.9392427722427765,1,0.0007626776939239077,0.0007626776939239077,,
1551573,845,0.18855312407406427,0.14733621156892587,0.6325407536239115,0.9386487680922584,1,0.1513551318315861,0.1513551318315861,,
1551750,845,0.06987791094032736,0.043204991637273156,0.9495415829567495,0.9761545270292484,1,0.00035829327244274456,0.00035829327244274456,,
1551118,845,0.08449831577567601,0.05486989590922175,0.926193346731003,0.9674147370524291,1,0.00011773637210399368,0.00011773637210399368,,
1551596,845,0.0747609414836684,0.04692641446558024,0.9422068961754203,0.9732870929657984,1,0.03886243201217099,0.03886243201217099,,
1551653,845,0.06396786338947272,0.03885344428575037,0.9577066191336894,0.9798096060984959,1,0.002868651024767188,0.002868651024767188,,
