y_true,y_pred,absolute_error,squared_error,percentage_error
0.243457843162693,0.18873212085193247,0.05472572231076053,0.002994904682434473,22.478520962739964
0.925756238592924,0.9362159055930013,0.010459667000077277,0.00010940463375250559,1.1298510951408915
0.564299902267422,0.3800364042466269,0.1842634980207951,0.03395303670285957,32.65346977385663
1.007208400842394,0.9683726916165033,0.03883570922589075,0.0015082123110779356,3.855776936869263
0.452411806097031,0.4630593913956864,0.010647585298655393,0.00011337107269214246,2.3535162334759567
0.994027685321764,0.8199079422573798,0.17411974306438416,0.030317684924807155,17.516588887363042
0.897444359049783,0.9212830888383107,0.023838729788527635,0.0005682850379304348,2.656290559758842
0.711633066094864,0.6020086679081386,0.10962439818672542,0.01201750867780173,15.40462401336927
1.350414984820608,1.1245482582344593,0.2258667265861487,0.051015778178742054,16.72572721163586
0.251537396075965,0.14941970630243498,0.10211768977353,0.010428022564682914,40.59741866083808
0.9724066901496642,0.7959880533576118,0.17641863679205239,0.0311235354075661,18.142474602360007
0.7128098036367709,0.8111710700230544,0.09836126638628351,0.009674938725113425,13.799090007522654
0.9342128984002506,0.7778988098793262,0.15631408852092432,0.024434094270127365,16.73216980718176
1.0904193622380602,1.0960174693629081,0.005598107124847873,3.133880338127252e-05,0.5133902898934121
1.0750688348634423,0.9310234110215792,0.14404542384186314,0.020749084129781995,13.398716358488812
0.9190806061561624,0.9603647052835176,0.0412840991273552,0.0017043768407572905,4.491891010519327
0.495371860568945,0.5645861723588963,0.0692143117899513,0.0047906209565565915,13.972192871524275
0.202772587845772,0.30437728102444367,0.10160469317867166,0.010323513675932006,50.10770649923931
0.6453790018478229,0.7682401903057068,0.12286118845788385,0.015094871629283652,19.03706010051655
0.815469300508011,0.8489439200598444,0.033474619551833396,0.0011205501541399867,4.104951532936898
0.736705602634024,0.7297402417434439,0.006965360890580086,4.85162523360226e-05,0.9454741304635217
0.647570021288718,0.753882382507384,0.10631236121866605,0.01130231814788813,16.41712212172757
1.476553669314585,1.3186430436609566,0.15791062565362846,0.02493576569432038,10.694540194189518
0.858874592122688,0.5238064558167621,0.3350681363059259,0.11227065596752654,39.012463446824405
0.9202116044880878,0.8726547059140201,0.04755689857406775,0.0022616586019841675,5.1680394315961244
