variant_out,mutation_id,y_true,y_pred,absolute_error,squared_error,percentage_error
1221097,1221097,0.913979940942316,0.8226806183663236,0.09129932257599249,0.008335566302835133,9.989204192146998
1221337,1221337,0.9769775613678152,0.9681338780247694,0.00884368334304586,7.821073507206681e-05,0.9052084400653257
1220897,1220897,0.9365851995104716,0.8865619116472575,0.05002328786321408,0.0025023293286459813,5.341029079827435
1221281,1221281,0.9708426815117556,0.9708541923273168,1.1510815561277532e-05,1.3249887488574897e-10,0.0011856519887808571
1222020,1222020,1.0294990218959523,1.025569462606814,0.003929559289138407,1.5441436206853943e-05,0.3816962625084993
1221401,1221401,0.9053385499449764,0.9018640904415784,0.0034744595033979753,1.2071868840752504e-05,0.3837746115648275
1221920,1221920,0.869544088760427,0.6819856724385942,0.1875584163218328,0.03517815953315395,21.569741976994575
1222218,1222218,0.742024219451743,0.6868260584268011,0.055198161024941905,0.0030468369805354157,7.438862449223825
1222238,1222238,0.9682270722945208,0.9637236091552512,0.004503463139269526,2.0281180246759332e-05,0.4651246869804149
1222298,1222298,1.0319190779581735,1.0321062308852946,0.00018715292712112586,3.5026218130005444e-08,0.018136395684382498
1221280,1221280,0.977064702598295,0.9773784551737486,0.00031375257545351865,9.844067860371591e-08,0.03211175008360865
1222039,1222039,0.222610749975209,0.22280153705414404,0.00019078707893505076,3.639970948856929e-08,0.08570434220103824
1221839,1221839,0.079397499823683,0.0790331206106951,0.0003643792129878892,1.3277221085767355e-07,0.4589303363419017
1222277,1222277,0.916246985237632,0.8240570030449199,0.09218998219271213,0.008498992816692579,10.061695555680581
1222002,1222002,0.9484974743321972,0.7995165216584063,0.14898095267379097,0.022195324259590345,15.707047905286522
1220842,1220842,1.0591942830983394,1.0234210114302904,0.035773271668049,0.0012797269658360374,3.377404149445138
1221569,1221569,0.86403429284899,0.8638394676954495,0.0001948251535405232,3.7956840452088446e-08,0.022548312625199636
1220909,1220909,0.772248503399799,0.7650242405378072,0.007224262861991848,5.2189973899154645e-05,0.9354842165685353
1220889,1220889,0.412575544739696,0.4256350362965146,0.013059491556818625,0.00017055031972261695,3.1653576474238623
1222247,1222247,0.9382621535836412,0.8810065424149984,0.05725561116864275,0.0032782050102948086,6.102304238741599
1221923,1221923,0.297287490969544,0.36702970774428917,0.06974221677474518,0.004863976800655548,23.459519452801334
1221564,1221564,0.594466807422946,0.6929905566363913,0.09852374921344531,0.009706929159073865,16.573465159569203
1222361,1222361,0.3479594303421049,0.5007400971883742,0.1527806668462693,0.023341932161990726,43.90760919916991
1221084,1221084,0.846265029496751,0.8463584023314145,9.337283466348545e-05,8.71848625309459e-09,0.01103352158117789
1221304,1221304,0.9936139887238176,0.9933783977058008,0.0002355910180167342,5.550312777016118e-08,0.023710517433367023
1220844,1220844,0.9808282431430312,0.9802945989371639,0.000533644205867323,2.847761384557658e-07,0.054407508103281974
1221385,1221385,0.6274059866988699,0.6278355025182042,0.00042951581933425853,1.8448383905837941e-07,0.06845899281168465
1222223,1222223,0.2902623296446069,0.3285053338897798,0.03824300424517291,0.001462527373696313,13.175324642366476
1221307,1221307,0.9840126718883586,0.9626165395479778,0.021396132340380847,0.00045779447912709117,2.174375691658608
1221647,1221647,0.029862039911405,0.05342748383261286,0.02356544392120786,0.0005553301472035925,78.9143809033879
1220967,1220967,0.9331029810483866,0.9331510186641084,4.803761572180765e-05,2.307612524236061e-09,0.005148157995148086
1220947,1220947,0.9660478553811054,0.9525108237126093,0.013537031668496069,0.00018325122639386546,1.4012796149892304
1220827,1220827,1.0575886887729642,0.8237802503379589,0.23380843843500532,0.05466638588341567,22.10769091207609
1222285,1222285,0.874023285237371,0.8721370043838648,0.0018862808535062836,3.558055458304394e-06,0.21581585815462564
1222284,1222284,0.443666232087175,0.6668712680361091,0.2232050359489341,0.049820488072964964,50.30922342205143
1221128,1221128,0.9733045928106644,0.6930010397980322,0.2803035530126322,0.07857008183150552,28.79916062074509
1221368,1221368,0.8054637213924309,0.7261083883980486,0.07935533299438235,0.006297268874649309,9.852130007444439
1221319,1221319,0.9181304708885528,0.815672830675267,0.10245764021328585,0.01049756803807513,11.159376958062278
1221459,1221459,0.9997426932170874,0.9997413159834894,1.377233598054417e-06,1.8967723836099154e-12,0.00013775880608065218
1221798,1221798,0.111770123871204,0.11957409209439035,0.007803968223186353,6.090192002850236e-05,6.982159411560727
1221599,1221599,0.089154573031732,0.31707781222628734,0.22792323919455532,0.05194900296493848,255.6495213245344
1220791,1220791,0.666421997420628,0.691040240863378,0.024618243442749987,0.0006060579102065027,3.694092262565517
1221390,1221390,1.027577797916871,0.6817498464367358,0.34582795148013523,0.11959697202494676,33.65467336694171
1221630,1221630,0.478214710906148,0.6912931189463543,0.21307840804020628,0.045402407972948644,44.55705840509452
1221769,1221769,0.213592112926548,0.21193528941549422,0.0016568235110537843,2.7450641467805895e-06,0.7756950799131557
1220910,1220910,0.966932304562904,0.6974069958006699,0.26952530876223413,0.07264389206337764,27.87426870426792
1221801,1221801,0.156164532507259,0.18693777621998428,0.030773243712725273,0.0009469925286027856,19.705654810764948
1220881,1220881,0.755474845759576,0.6963586203745357,0.059116225385040355,0.0034947281037748896,7.825042185964935
1221298,1221298,0.9432888988946234,0.9424268891997274,0.0008620096948960265,7.430607140947408e-07,0.09138342409267802
1221398,1221398,0.899061636744749,0.8988465030421519,0.00021513370259718112,4.628250999317237e-08,0.023928693407063852
1221378,1221378,0.2343988313897159,0.3920197862873642,0.15762095489764832,0.024844365422846487,67.24476993470363
1221538,1221538,0.0679903696781719,0.0682558754165022,0.0002655057383302989,7.049329708631714e-08,0.3905049194276387
1221518,1221518,0.191539617943231,0.19167139965441354,0.00013178171118255477,1.7366419402202282e-08,0.0688012812167207
1221757,1221757,0.182659034560496,0.1804246767167738,0.0022343578437221956,4.992354973802899e-06,1.223239709493912
1222295,1222295,1.0687009110376866,1.041701537650767,0.0269993733869196,0.0007289661632863024,2.526373198344499
1222315,1222315,1.0090908201781603,1.0090980832111196,7.263032959281546e-06,5.275164776761005e-11,0.0007197600864111735
1221071,1221071,0.037554339401564,0.0837490356983043,0.0461946962967403,0.002133949965948072,123.00761252324533
1221850,1221850,0.1280827563715889,0.1279027052287845,0.00018005114280439383,3.241841402516822e-08,0.14057406937904754
1221551,1221551,0.162381338842998,0.1624302330552196,4.8894212221622935e-05,2.3906439887731014e-09,0.030110733517782724
1221151,1221151,1.0588868872616863,1.0301605807084948,0.028726306553191527,0.0008252006881879345,2.7128777302624485
1221253,1221253,0.890212341866816,0.8902997131870666,8.737132025060657e-05,7.633747602334054e-09,0.009814660631123684
1221333,1221333,0.922352360582584,0.8679939897324107,0.054358370850173254,0.0029548324814849653,5.89344952896732
1222411,1222411,0.596946009737666,0.6429805652540522,0.046034555516386244,0.0021191803015912472,7.711678236465069
1221076,1221076,-0.0154686017542,0.047099342556365394,0.0625679443105654,0.003914747655250013,-404.48351638232003
1221196,1221196,0.040199590360191,0.13857463940665096,0.09837504904645997,0.009677650274893404,244.71654602699425
1221695,1221695,1.0450513300066162,1.0016187630763702,0.043432566930246,0.0018863878701502982,4.156022358248281
1221795,1221795,0.6754620423936271,0.6916767488047832,0.016214706411156188,0.00026291670399998957,2.400535543595658
1221596,1221596,1.032444669946737,0.9956826159965436,0.036762053950193274,0.001351448610636921,3.560680297965973
1220916,1220916,0.640792526463972,0.6909225798272819,0.05013005336330989,0.0025130222502082974,7.823133275279921
1220936,1220936,0.168147618155642,0.1677312893242083,0.00041632883143369326,1.7332969588294459e-07,0.2475972220125818
1221374,1221374,0.453279831033072,0.689005601317723,0.23572577028465103,0.05556663877629207,52.00446923645542
1221454,1221454,0.4244887115582689,0.690046208318377,0.26555749676010815,0.07052078408549485,62.559377794821636
1221933,1221933,0.197315915066624,0.304001736904539,0.10668582183791503,0.011381864581231348,54.06853360099838
1221614,1221614,0.616398471141007,0.613992071337332,0.0024063998036749634,5.7907600151269025e-06,0.39039678330488214
1221793,1221793,0.779156675907438,0.6751844000774299,0.10397227583000812,0.010810234141271292,13.344206504926332
1221235,1221235,0.747561461420024,0.7481316686026108,0.0005702071825868238,3.251362310736034e-07,0.07627562575305737
1221155,1221155,0.9601771438221698,0.839539847630843,0.12063729619132679,0.01455335723235391,12.564066637860888
1221197,1221197,0.9226823994161334,0.92352677229578,0.0008443728796465599,7.12965559882624e-07,0.091512841274622
1221357,1221357,0.9990675202187244,0.9990540462696842,1.3473949040165856e-05,1.8154730273698638e-10,0.0013486524952003268
1221457,1221457,0.9499061431997166,0.9505861557463576,0.0006800125466410734,4.62417063589278e-07,0.07158734065562324
1220857,1220857,0.9875957546093452,0.9876305372139962,3.47826046509514e-05,1.209829586304386e-09,0.003521947566968841
1221461,1221461,0.999275424099318,0.9792484259386891,0.020026998160628917,0.000401080655325834,2.004151976286213
1221641,1221641,0.254473014595716,0.4480451514647262,0.1935721368690102,0.03747017217203482,76.06784443393353
1221521,1221521,0.515108249437016,0.5235934582623905,0.008485208825374402,7.199876881021163e-05,1.647267119998224
1222358,1222358,1.0166144705105271,0.6907046935946864,0.32590977691584067,0.10621718268933303,32.0583452596513
